x,Curve1,Curve2
1.4115,0.02429,-0.04221
1.4321,0.027673,-0.043238
1.4389,0.028615,-0.04368
1.451,0.029959,-0.046575
1.4613,0.030869,-0.047748
1.4821,0.032353,-0.049808
1.4994,0.033534,-0.052965
1.5026,0.033764,-0.053199
1.5369,0.037185,-0.054898
1.5437,0.040343,-0.055226
1.5511,0.041283,-0.055634
1.5753,0.043931,-0.058679
1.6004,0.047072,-0.061624
1.6133,0.049621,-0.062702
1.6313,0.053614,-0.063833
1.6598,0.055892,-0.06586
1.6742,0.056772,-0.067321
1.6879,0.059742,-0.068824
1.7168,0.06463,-0.071611
1.7257,0.066246,-0.072202
1.7428,0.069742,-0.073053
1.7702,0.070922,-0.074694
1.7875,0.072186,-0.076654
1.8238,0.077933,-0.081423
1.8287,0.078953,-0.081965
1.8493,0.081885,-0.083938
1.8837,0.085269,-0.086858
1.8928,0.088509,-0.087663
1.9025,0.091885,-0.08856
1.9403,0.095006,-0.092586
1.9515,0.095841,-0.094054
1.9705,0.097925,-0.09725
1.9712,0.098013,-0.097317
1.9987,0.101623,-0.099498
2.0085,0.102712,-0.100407
2.0262,0.104668,-0.103373
2.0275,0.104843,-0.103528
2.0502,0.108239,-0.105348
2.0741,0.111357,-0.106873
2.0965,0.114179,-0.108314
2.1206,0.116753,-0.109843
2.124,0.116999,-0.110052
2.1672,0.119865,-0.112775
2.1756,0.120458,-0.113394
2.2083,0.123616,-0.115694
2.2138,0.124483,-0.116008
2.2288,0.126886,-0.11676
2.2563,0.129706,-0.117958
2.2758,0.131892,-0.118828
2.2872,0.133014,-0.119404
2.3344,0.136217,-0.121685
2.3388,0.136436,-0.121852
2.4008,0.138992,-0.123559
2.443,0.140872,-0.124203
2.4851,0.141812,-0.124529
2.5893,0.140736,-0.124278
2.6005,0.140384,-0.124138
2.6557,0.137226,-0.122918
2.684,0.136262,-0.121947
2.7349,0.134595,-0.119949
2.7511,0.133496,-0.11924
2.7695,0.131099,-0.118391
2.8057,0.127903,-0.11662
2.8147,0.12715,-0.116157
2.8385,0.124745,-0.114708
2.8592,0.12155,-0.113181
2.8612,0.121264,-0.113037
2.8869,0.118317,-0.111122
2.9196,0.115347,-0.10867
2.9438,0.111776,-0.106851
2.9749,0.108731,-0.104499
2.9832,0.107702,-0.103863
3.0233,0.102415,-0.100727
3.0492,0.099295,-0.098488
3.0623,0.096436,-0.097171
3.0855,0.092566,-0.094383
3.1138,0.090763,-0.091344
3.1372,0.089821,-0.089343
3.1803,0.08625,-0.085807
3.1911,0.085502,-0.084765
3.2252,0.083468,-0.081605
3.229,0.083185,-0.081456
3.2597,0.080123,-0.080405
3.2942,0.07704,-0.079322
3.3528,0.073807,-0.077468
3.3907,0.072506,-0.076155
3.42,0.071401,-0.074992
3.47,0.068319,-0.072702
3.5197,0.066171,-0.070441
3.5356,0.065462,-0.069803
3.5873,0.062078,-0.067843
3.6218,0.059033,-0.066481
3.6591,0.056382,-0.064726
3.6666,0.055801,-0.064289
3.7012,0.052755,-0.061738
3.745,0.05005,-0.058071
3.7494,0.049786,-0.05776
3.7891,0.046778,-0.055325
3.815,0.04332,-0.053929
3.8461,0.040049,-0.052351
3.8482,0.03988,-0.052244
3.8806,0.036929,-0.050078
3.8895,0.035921,-0.049199
3.9531,0.030463,-0.044094
3.9686,0.031057,-0.043672
3.9977,0.036704,-0.046683
4.0152,0.03983,-0.050026
4.0458,0.043696,-0.053257
4.0801,0.046854,-0.055944
4.0877,0.048344,-0.056567
4.0956,0.050012,-0.057266
4.1367,0.056479,-0.061559
4.1464,0.057909,-0.062582
4.1608,0.059712,-0.063844
4.1826,0.062225,-0.065702
4.2157,0.066065,-0.069356
4.2379,0.068751,-0.07213
4.2638,0.072381,-0.075568
4.2689,0.073203,-0.07604
4.3015,0.078735,-0.078638
4.3256,0.08163,-0.080437
4.3483,0.084513,-0.08213
4.3548,0.085351,-0.082618
4.384,0.088622,-0.08484
4.4166,0.09163,-0.087335
4.4294,0.093067,-0.088295
4.4424,0.094901,-0.089261
4.4647,0.097758,-0.090875
4.5156,0.102417,-0.09431
4.5334,0.104713,-0.095433
4.5711,0.113999,-0.097729
4.6191,0.119747,-0.100588
4.6226,0.120014,-0.100799
4.6656,0.123886,-0.103278
4.7136,0.133172,-0.105601
4.7277,0.135543,-0.106189
4.7599,0.139676,-0.107416
4.7943,0.142383,-0.108593
4.839,0.146067,-0.109955
4.8966,0.151794,-0.111414
4.9026,0.152233,-0.111542
4.9955,0.155541,-0.112853
5.0378,0.15503,-0.113105
5.0816,0.153624,-0.113252
5.1575,0.150692,-0.112887
5.1635,0.150278,-0.112804
5.1954,0.146933,-0.112213
5.2368,0.144001,-0.111129
5.2662,0.140843,-0.110168
5.2702,0.140267,-0.110022
5.3111,0.134264,-0.108394
5.3408,0.130022,-0.107315
5.356,0.127911,-0.106793
5.4009,0.121896,-0.10528
5.4459,0.115317,-0.103725
5.4959,0.108814,-0.101833
5.5042,0.108296,-0.101487
5.5954,0.104144,-0.095885
5.6183,0.1031,-0.094233
5.683,0.099272,-0.089645
5.7149,0.096747,-0.087016
5.7243,0.095918,-0.086449
5.7891,0.090318,-0.08427
5.8086,0.088998,-0.083855
5.8771,0.084003,-0.082735
5.9326,0.078824,-0.081824
5.9582,0.078176,-0.081138
6.0031,0.078025,-0.079117
6.1528,0.078716,-0.073403
6.182,0.078665,-0.072497
6.3283,0.076458,-0.068778
6.3905,0.074643,-0.06755
6.4402,0.072685,-0.066447
6.4698,0.071373,-0.06542
6.5193,0.069751,-0.063289
6.5542,0.068629,-0.061931
6.6174,0.06599,-0.060431
6.6231,0.065772,-0.060519
6.6433,0.065051,-0.063551
6.6864,0.063827,-0.06607
6.7351,0.063629,-0.069522
6.7416,0.063956,-0.07013
6.7557,0.069795,-0.071832
6.7641,0.071915,-0.07295
6.7831,0.073404,-0.07469
6.7969,0.074462,-0.075919
6.8228,0.07679,-0.079115
6.847,0.079629,-0.082385
6.8484,0.079833,-0.082524
6.8815,0.085776,-0.085393
6.8999,0.089118,-0.088024
6.9057,0.089982,-0.088663
6.9436,0.094236,-0.091746
6.9565,0.09551,-0.094585
6.9592,0.095779,-0.094979
6.9989,0.100214,-0.098212
7.0149,0.102126,-0.099804
7.0299,0.103917,-0.101595
7.0662,0.108156,-0.104528
7.0957,0.111412,-0.106097
7.1317,0.114944,-0.107911
7.1627,0.117583,-0.110166
7.1678,0.117991,-0.110804
7.1973,0.120297,-0.11355
7.24,0.123781,-0.115685
7.2748,0.126943,-0.117083
7.3139,0.130172,-0.118569
7.3627,0.133351,-0.120091
7.4206,0.136188,-0.121129
7.4678,0.137639,-0.121519
7.5307,0.138218,-0.121682
7.6038,0.137495,-0.121143
7.6461,0.136602,-0.119937
7.6916,0.135128,-0.117909
7.722,0.133933,-0.116779
7.7759,0.131866,-0.115052
7.7926,0.131001,-0.114446
7.8237,0.127993,-0.112893
7.8275,0.127765,-0.112646
7.8739,0.125568,-0.1093
7.8961,0.124422,-0.107924
7.9168,0.121528,-0.106659
7.9289,0.120158,-0.105841
7.9496,0.118257,-0.103948
7.9599,0.117189,-0.102871
7.9807,0.114686,-0.101166
8.0014,0.112017,-0.099936
8.0029,0.111817,-0.099863
8.0273,0.108746,-0.098748
8.067,0.105964,-0.097125
8.0717,0.10568,-0.096931
8.1353,0.102899,-0.093885
8.136,0.102882,-0.09385
8.1904,0.101796,-0.09099
8.2411,0.100739,-0.089056
8.2729,0.099208,-0.087945
8.2945,0.097807,-0.087178
8.3349,0.096097,-0.085351
8.3635,0.09495,-0.083769
8.4135,0.091905,-0.082012
8.414,0.091869,-0.082005
8.4686,0.088334,-0.082295
8.5014,0.085439,-0.082814
8.5225,0.084105,-0.083095
8.5549,0.082169,-0.083372
8.5911,0.079612,-0.083514
8.6583,0.07653,-0.083447
8.6706,0.075961,-0.083395
8.7256,0.073485,-0.083015
8.8032,0.070912,-0.082041
8.8152,0.07059,-0.081844
8.9082,0.068449,-0.079748
8.9082,0.068448,-0.079746
8.9839,0.066385,-0.077003
8.9995,0.065929,-0.076517
9.0803,0.063585,-0.074183
9.0926,0.063223,-0.073766
9.1525,0.061626,-0.071175
9.1839,0.061381,-0.069709
9.2079,0.06484,-0.069165
9.211,0.065352,-0.069183
9.2354,0.06811,-0.070459
9.244,0.07108,-0.07129
9.2507,0.071764,-0.071965
9.2904,0.074734,-0.07501
9.2921,0.074878,-0.075125
9.3387,0.07961,-0.07828
9.3539,0.081382,-0.079464
9.3714,0.083457,-0.081363
9.3956,0.086389,-0.084671
9.4037,0.087397,-0.085171
9.4295,0.090216,-0.086408
9.4594,0.092539,-0.087979
9.4759,0.093713,-0.089086
9.512,0.09642,-0.09192
9.5388,0.09898,-0.094069
9.579,0.103525,-0.096892
9.6167,0.109841,-0.098894
9.656,0.1149,-0.10046
9.6631,0.116157,-0.1007
9.6836,0.122548,-0.101346
9.7231,0.125744,-0.102447
9.7609,0.132022,-0.103395
9.8158,0.138375,-0.104691
9.8387,0.141269,-0.105234
9.8399,0.141345,-0.105263
9.9087,0.144842,-0.107042
9.9351,0.146677,-0.107564
9.9637,0.147662,-0.107972
10.0712,0.147522,-0.108879
10.0757,0.147436,-0.108899
10.1308,0.14473,-0.108985
10.2015,0.141422,-0.108473
10.2021,0.141384,-0.108466
10.2619,0.135256,-0.107353
10.3137,0.128941,-0.106003
10.3157,0.128767,-0.105946
10.3931,0.123106,-0.10339
10.4,0.122625,-0.103137
10.455,0.118289,-0.10072
10.4724,0.116648,-0.099546
10.5032,0.113473,-0.097562
10.5415,0.109806,-0.095897
10.5858,0.106689,-0.094367
10.6277,0.104167,-0.093116
10.658,0.102367,-0.092148
10.7286,0.099169,-0.089141
10.757,0.098529,-0.087816
10.8026,0.098351,-0.085795
10.8731,0.098997,-0.083088
10.912,0.099243,-0.081478
10.9505,0.099091,-0.079817
11.0125,0.098203,-0.078764
11.0498,0.097552,-0.078699
11.1617,0.095748,-0.078486
11.1778,0.095308,-0.078425
11.2949,0.091019,-0.077034
11.3203,0.089771,-0.076469
11.4033,0.084244,-0.074251
11.4083,0.083982,-0.074096
11.4807,0.081442,-0.071394
11.4979,0.080824,-0.070687
11.5203,0.078268,-0.069803
11.5652,0.075148,-0.068317
11.5667,0.075045,-0.068273
11.6186,0.071614,-0.067196
11.6666,0.069736,-0.066732
11.6893,0.06917,-0.066691
11.7493,0.068083,-0.067634
11.7821,0.067936,-0.071017
11.803,0.068306,-0.072662
11.8166,0.069239,-0.073987
11.8235,0.070395,-0.07722
11.8373,0.074584,-0.07828
11.8684,0.078701,-0.080303
11.8874,0.080786,-0.083949
11.8905,0.081164,-0.084302
11.9288,0.086962,-0.086994
11.9368,0.088006,-0.087637
11.965,0.090871,-0.090114
12.0021,0.094284,-0.092414
12.0099,0.095092,-0.093009
12.0392,0.098462,-0.096656
12.0605,0.100713,-0.098638
12.0703,0.101621,-0.099249
12.122,0.106113,-0.102407
12.1344,0.10733,-0.103489
12.1617,0.110701,-0.105678
12.1859,0.112969,-0.106649
12.2272,0.115527,-0.108008
12.2926,0.119398,-0.110929
12.3013,0.12001,-0.111316
12.3682,0.125639,-0.113282
12.3823,0.126594,-0.113534
12.4267,0.128534,-0.114197
12.5213,0.131203,-0.114961
12.5235,0.131222,-0.114962
12.6303,0.130363,-0.113345
12.6402,0.130113,-0.113075
12.704,0.127256,-0.111223
12.7301,0.126223,-0.110375
12.7781,0.124287,-0.108348
12.7886,0.123613,-0.107781
12.8264,0.121392,-0.105643
12.847,0.120804,-0.10451
12.9004,0.119628,-0.101653
12.9332,0.118873,-0.099252
12.9451,0.118511,-0.09842
12.978,0.116392,-0.096642
13.0035,0.114608,-0.0956
13.0366,0.112784,-0.09438
13.0741,0.11123,-0.092479
13.0901,0.110152,-0.090591
13.1153,0.107719,-0.089171
13.1522,0.103837,-0.088764
13.1971,0.100792,-0.088568
13.235,0.097709,-0.088265
13.2376,0.097311,-0.088231
13.2678,0.095265,-0.087589
13.3374,0.096722,-0.085411
13.3797,0.097672,-0.084586
13.463,0.098404,-0.083268
13.5036,0.097973,-0.081813
13.5353,0.09715,-0.080636
13.607,0.09474,-0.078511
13.7052,0.092898,-0.075733
13.716,0.092557,-0.07541
13.7587,0.089665,-0.073858
13.7814,0.086795,-0.072553
13.788,0.086395,-0.072188
13.857,0.083425,-0.069719
13.8605,0.08311,-0.069658
13.9001,0.079967,-0.069427
13.9759,0.08052,-0.070033
14.0413,0.081208,-0.070564
14.1567,0.080636,-0.070672
14.1791,0.080306,-0.070423
14.2686,0.078857,-0.069055
14.2962,0.078426,-0.070501
14.3152,0.07816,-0.072739
14.3497,0.077868,-0.075558
14.3754,0.078164,-0.077608
14.3946,0.079619,-0.078979
14.4115,0.082111,-0.079983
14.4497,0.086414,-0.082062
14.4768,0.088653,-0.083836
14.4963,0.089971,-0.085069
14.5515,0.093536,-0.087813
14.5611,0.09433,-0.088336
14.6022,0.100683,-0.090752
14.6101,0.102158,-0.091197
14.6434,0.106999,-0.092916
14.6739,0.110515,-0.094279
14.7001,0.113766,-0.095303
14.7411,0.119619,-0.096647
14.7447,0.119969,-0.096756
14.829,0.126548,-0.098877
14.8393,0.127624,-0.099091
14.8788,0.132639,-0.099817
14.951,0.135308,-0.100668
14.9788,0.135795,-0.100782
15.0733,0.136587,-0.100358
15.1321,0.135043,-0.099992
15.1474,0.134106,-0.09994
15.1905,0.130685,-0.099876
15.2353,0.127527,-0.099849
15.2767,0.124444,-0.099741
15.2853,0.123545,-0.099691
15.332,0.118091,-0.099088
15.3648,0.114821,-0.098256
15.38,0.113873,-0.097773
15.4182,0.11234,-0.096487
15.4626,0.111083,-0.095066
15.513,0.10937,-0.093613
15.5435,0.107236,-0.092472
15.5613,0.105874,-0.091339
15.5899,0.104707,-0.089427
15.6251,0.103355,-0.088128
15.6604,0.100713,-0.086532
15.6716,0.099784,-0.085386
15.712,0.097388,-0.083374
15.7199,0.096927,-0.08332
15.7699,0.093882,-0.083404
15.8268,0.091815,-0.083726
15.8756,0.089159,-0.083862
15.894,0.088318,-0.083785
15.9768,0.08565,-0.081939
15.9806,0.085482,-0.081832
16.0371,0.082191,-0.080531
16.0925,0.080575,-0.079388
16.1129,0.080612,-0.078907
16.1768,0.082981,-0.076906
16.1869,0.083507,-0.076537
16.2609,0.086327,-0.073575
16.2628,0.086376,-0.073485
16.3213,0.087616,-0.071755
16.3883,0.088771,-0.071101
16.4849,0.090035,-0.070251
16.5208,0.090238,-0.069883
16.614,0.089877,-0.068709
16.6534,0.089336,-0.068185
16.7294,0.087505,-0.067055
16.7534,0.086742,-0.066591
16.7879,0.085559,-0.066566
16.8224,0.084212,-0.069912
16.8258,0.084073,-0.070268
16.8535,0.082932,-0.072618
16.8914,0.081686,-0.075927
16.9223,0.081291,-0.078327
16.9294,0.081332,-0.078972
16.9622,0.082307,-0.082505
17.0031,0.085239,-0.085315
17.0088,0.085756,-0.085626
17.057,0.091246,-0.088295
17.0632,0.092194,-0.08872
17.1019,0.097879,-0.091828
17.1096,0.09851,-0.09247
17.1398,0.100392,-0.094573
17.2019,0.103316,-0.097881
17.2265,0.104375,-0.099157
17.264,0.105999,-0.100775
17.3435,0.109977,-0.102881
17.3501,0.110368,-0.103031
17.445,0.116519,-0.10467
17.4759,0.11812,-0.104835
17.5258,0.119226,-0.104684
17.6205,0.119469,-0.103443
17.655,0.119113,-0.102642
17.7014,0.11789,-0.100999
17.7429,0.116181,-0.099328
17.7805,0.114862,-0.097728
17.8101,0.113475,-0.096319
17.8355,0.111755,-0.095097
17.8912,0.107121,-0.092691
17.9026,0.106105,-0.092164
17.9568,0.100881,-0.089639
17.9714,0.099265,-0.089119
18.0033,0.098475,-0.088269
18.0523,0.098061,-0.086938
18.1039,0.097696,-0.083667
18.1503,0.097274,-0.080397
18.1566,0.097197,-0.080102
18.2278,0.09549,-0.077915
18.241,0.09513,-0.07751
18.3444,0.092912,-0.074483
18.4099,0.089642,-0.073032
18.424,0.088942,-0.072839
18.4823,0.08671,-0.073201
18.5308,0.085067,-0.075019
18.5633,0.083853,-0.075826
18.6202,0.081071,-0.076578
18.6617,0.079399,-0.076899
18.7029,0.07844,-0.077135
18.815,0.078115,-0.077387
18.8183,0.078102,-0.077383
18.9458,0.076907,-0.076597
18.9733,0.076523,-0.076278
19.0646,0.074898,-0.07483
19.0905,0.074343,-0.074271
19.1644,0.072789,-0.072461
19.2042,0.072163,-0.071538
19.2711,0.071629,-0.069679
19.3333,0.071675,-0.067199
19.3468,0.071751,-0.066897
19.3848,0.072135,-0.069152
19.4348,0.073356,-0.072348
19.4487,0.074043,-0.073152
19.4848,0.078928,-0.075317
19.4898,0.079833,-0.075622
19.538,0.083555,-0.078317
19.5503,0.084202,-0.078889
19.5947,0.086713,-0.080551
19.6106,0.088083,-0.081294
19.6274,0.089796,-0.082335
19.6727,0.094177,-0.084978
19.6875,0.095999,-0.085495
19.7235,0.102428,-0.086326
19.764,0.105953,-0.087046
19.8026,0.108857,-0.087794
19.8731,0.114797,-0.088993
19.8795,0.115223,-0.089076
19.9522,0.118068,-0.089697
20.0241,0.119581,-0.089865
20.0675,0.119872,-0.089741
20.1468,0.117241,-0.088872
20.1481,0.117184,-0.088849
20.2278,0.114008,-0.087069
20.2565,0.111894,-0.086518
20.2606,0.111527,-0.086451
20.3089,0.107805,-0.085822
20.3382,0.104911,-0.08554
20.3779,0.101339,-0.085237
20.3891,0.100532,-0.085164
20.4159,0.098407,-0.084995
20.4418,0.095249,-0.084763
20.4935,0.092656,-0.08388
20.5079,0.091648,-0.083547
20.5573,0.089197,-0.082245
20.6813,0.08931,-0.078467
20.6868,0.089317,-0.078284
20.7574,0.089144,-0.075464
20.8279,0.08878,-0.071817
20.8432,0.088709,-0.07082
20.8847,0.088562,-0.069185
20.9947,0.088146,-0.069608
21.0001,0.08811,-0.069636
21.1291,0.086605,-0.069644
21.1516,0.086214,-0.069523
21.2238,0.084613,-0.068911
21.2962,0.082663,-0.068056
21.322,0.081793,-0.067711
21.3841,0.078861,-0.066642
21.3978,0.078313,-0.066327
21.4617,0.075892,-0.064569
21.501,0.074098,-0.063507
21.5254,0.073711,-0.062936
21.6181,0.07498,-0.061965
21.639,0.075328,-0.062101
21.7404,0.076356,-0.063243
21.7888,0.076457,-0.06319
21.8592,0.076264,-0.063919
21.9542,0.076006,-0.070554
21.9558,0.076008,-0.070723
22.0248,0.076649,-0.07655
22.0471,0.077322,-0.077586
22.0798,0.080254,-0.078901
22.1731,0.085249,-0.082377
22.1967,0.086495,-0.083307
22.3102,0.092248,-0.087952
22.3109,0.092274,-0.087978
22.416,0.095686,-0.090121
22.4703,0.097323,-0.090191
22.5529,0.100406,-0.08983
22.571,0.101062,-0.089669
22.6596,0.103,-0.088096
22.6777,0.103005,-0.087601
22.762,0.101488,-0.084856
22.7681,0.101347,-0.084613
22.8291,0.099979,-0.081811
22.868,0.098791,-0.080004
22.8876,0.097498,-0.079067
22.906,0.095558,-0.07814
22.9495,0.09307,-0.075946
22.9629,0.0924,-0.07534
23.0077,0.089393,-0.073895
23.0253,0.087138,-0.073502
23.0319,0.086648,-0.073366
23.0905,0.083152,-0.072292
23.1216,0.080145,-0.071728
23.1561,0.080357,-0.071021
23.2232,0.081494,-0.068727
23.2438,0.081874,-0.068121
23.3247,0.082895,-0.06602
23.3643,0.082815,-0.064839
23.4159,0.082149,-0.0632
23.5004,0.080409,-0.060897
23.5175,0.080018,-0.060493
23.6021,0.077891,-0.059005
23.6207,0.077355,-0.058839
23.6917,0.075974,-0.058631
23.7568,0.075529,-0.058763
23.8536,0.075523,-0.059216
23.9152,0.075966,-0.059665
23.9965,0.076764,-0.060508
24.0358,0.076991,-0.060868
24.1273,0.077291,-0.06127
24.1684,0.0775,-0.061393
24.2565,0.077629,-0.061665
24.3217,0.077191,-0.061694
24.4115,0.076051,-0.061465
24.4629,0.074977,-0.061693
24.5063,0.074171,-0.064033
24.5163,0.074044,-0.064738
24.6008,0.073597,-0.067708
24.6371,0.073871,-0.068664
24.6697,0.074857,-0.069663
24.6991,0.077067,-0.070707
24.7351,0.080187,-0.071897
24.7557,0.083157,-0.072462
24.7645,0.083914,-0.07267
24.8022,0.086127,-0.073369
24.8693,0.089511,-0.074174
24.892,0.090735,-0.074399
24.9174,0.092218,-0.074646
24.9897,0.095263,-0.075163
25.0332,0.096008,-0.075188
25.1136,0.096279,-0.074461
25.1657,0.095493,-0.073646
25.2118,0.094136,-0.072831
25.2639,0.092343,-0.071653
25.2911,0.091241,-0.070883
25.3411,0.088309,-0.069248
25.3602,0.086979,-0.068533
25.3911,0.084888,-0.06724
25.4256,0.082642,-0.066089
25.436,0.081843,-0.065853
25.4911,0.07955,-0.065018
25.5375,0.079084,-0.064622
25.653,0.078009,-0.064049
25.6873,0.077242,-0.063795
25.7254,0.075228,-0.063372
25.784,0.072183,-0.06251
25.8112,0.07116,-0.062103
25.8874,0.069664,-0.061546
25.9438,0.069485,-0.061463
26.0355,0.070266,-0.061404
26.1112,0.07286,-0.061367
26.2489,0.074289,-0.061277
26.2521,0.074319,-0.061274
26.3987,0.075718,-0.061084
26.5293,0.075533,-0.060935
26.5572,0.075343,-0.060916
26.676,0.07399,-0.060855
26.7949,0.072524,-0.060761
26.8651,0.072081,-0.060633
26.9585,0.071923,-0.060196
26.9942,0.072032,-0.06022
27.0907,0.072639,-0.062437
27.1031,0.072713,-0.063001
27.1442,0.072906,-0.065482
27.2303,0.073132,-0.068114
27.2529,0.073165,-0.068568
27.3458,0.073294,-0.069993
27.389,0.073428,-0.070498
27.4887,0.074043,-0.07097
27.5319,0.074481,-0.070799
27.611,0.076662,-0.069973
27.6419,0.078493,-0.069428
27.7143,0.079745,-0.067026
27.7211,0.079767,-0.066759
27.802,0.079595,-0.064277
27.8794,0.078999,-0.061645
27.9585,0.077937,-0.058638
27.9657,0.077791,-0.058538
28.0502,0.075348,-0.058248
28.0997,0.075286,-0.058299
28.2444,0.075604,-0.058073
28.3705,0.075988,-0.057458
28.3838,0.076025,-0.057245
28.4888,0.076264,-0.054538
28.6403,0.076432,-0.053711
28.6546,0.07644,-0.053611
28.7471,0.076484,-0.052508
28.9021,0.076642,-0.051868
28.9353,0.076704,-0.051791
29.0829,0.077067,-0.051604
29.2086,0.07737,-0.052017
29.2607,0.077456,-0.052195
29.3412,0.077512,-0.052468
29.5203,0.077429,-0.053107
29.5448,0.07742,-0.053126
29.6649,0.077438,-0.053181
29.7924,0.077529,-0.054422
29.841,0.077571,-0.054944
29.9233,0.077641,-0.055737
