x,Curve1,Curve2
37.5262,0.093077,-0.041824
37.5813,0.093328,-0.041687
37.6777,0.093925,-0.041446
37.7156,0.094139,-0.041368
37.8362,0.094591,-0.041117
37.8534,0.094661,-0.041068
37.9774,0.095388,-0.040642
38.0015,0.095567,-0.040564
38.1152,0.096349,-0.040264
38.1393,0.096378,-0.040207
38.1979,0.09503,-0.040071
38.2392,0.092867,-0.039972
38.2667,0.088637,-0.039904
38.2736,0.086141,-0.039886
38.2874,0.084745,-0.03985
38.3081,0.080516,-0.039794
38.4045,0.081074,-0.039508
38.4424,0.080654,-0.039393
38.5526,0.081104,-0.039082
38.594,0.081512,-0.038978
38.7145,0.081972,-0.038704
38.7317,0.082035,-0.038668
38.8523,0.082986,-0.038374
38.8626,0.083086,-0.038342
38.9935,0.084233,-0.037969
39.0073,0.084336,-0.037948
39.1382,0.085284,-0.037957
39.1554,0.085427,-0.037955
39.2691,0.086383,-0.037781
39.3001,0.08657,-0.037721
39.3828,0.087051,-0.037602
39.4585,0.087744,-0.037536
39.5171,0.088295,-0.037505
39.6066,0.088941,-0.037446
39.648,0.089202,-0.037398
39.7685,0.090211,-0.037165
39.772,0.090253,-0.037155
39.8822,0.091642,-0.036842
39.8891,0.091689,-0.036834
40.0234,0.092308,-0.036845
40.0303,0.092365,-0.03684
40.1474,0.09384,-0.036619
40.1922,0.094267,-0.036511
40.2645,0.094844,-0.036362
40.3403,0.095701,-0.036229
40.3851,0.096232,-0.036149
40.4781,0.097159,-0.035995
40.5056,0.097428,-0.035957
40.6193,0.098624,-0.035818
40.6262,0.09869,-0.035809
40.7468,0.099868,-0.035607
40.7812,0.100326,-0.035527
40.8501,0.101353,-0.035344
40.9465,0.10242,-0.035102
40.9603,0.102549,-0.035077
41.0774,0.103678,-0.034916
41.0878,0.103793,-0.034893
41.2083,0.105325,-0.034536
41.2359,0.105667,-0.034442
41.3117,0.106522,-0.034186
41.384,0.107357,-0.033968
41.4253,0.107958,-0.033875
41.5149,0.109364,-0.033782
41.5355,0.109443,-0.033775
41.5631,0.10752,-0.03377
41.5665,0.105406,-0.033769
41.5803,0.101081,-0.033766
41.5941,0.103531,-0.033762
41.6079,0.099206,-0.033757
41.6182,0.097236,-0.033753
41.6802,0.096904,-0.033693
41.6974,0.096944,-0.03366
41.8145,0.097709,-0.033218
41.8455,0.097946,-0.033075
41.9592,0.098723,-0.032648
41.9868,0.098901,-0.032587
42.1004,0.099666,-0.032462
42.1142,0.09976,-0.032447
42.2382,0.100572,-0.032171
42.2486,0.100635,-0.032132
42.376,0.101431,-0.03159
42.3898,0.101529,-0.031562
42.4931,0.102387,-0.031504
42.5276,0.102685,-0.031375
42.6343,0.103485,-0.030241
42.6584,0.103625,-0.02994
42.779,0.104254,-0.028648
42.7859,0.104296,-0.028565
42.8858,0.105064,-0.027115
42.9168,0.105347,-0.026633
42.9891,0.10599,-0.025678
43.027,0.106255,-0.025359
43.1062,0.106679,-0.02501
43.1682,0.107018,-0.024848
43.2716,0.107803,-0.024585
43.2922,0.107973,-0.024521
43.4093,0.10887,-0.024111
43.43,0.109024,-0.024053
43.5437,0.109889,-0.02378
43.5678,0.110075,-0.02371
43.6987,0.11103,-0.023288
43.7228,0.111178,-0.023212
43.8296,0.111889,-0.0229
43.8502,0.112077,-0.022833
43.9536,0.113133,-0.022454
43.9846,0.113394,-0.022358
44.0707,0.114041,-0.022164
44.1327,0.114589,-0.022028
44.2188,0.115236,-0.021771
44.2808,0.11552,-0.021554
44.3738,0.11595,-0.021252
44.4082,0.116274,-0.021175
44.4771,0.117098,-0.021065
44.5701,0.117706,-0.020894
44.608,0.117909,-0.020781
44.6907,0.117137,-0.020444
44.7045,0.113149,-0.020386
44.7079,0.114688,-0.020372
44.7114,0.115262,-0.020357
44.7182,0.108968,-0.020329
44.7389,0.111129,-0.020247
44.8526,0.106992,-0.019846
44.8664,0.106753,-0.019802
44.9869,0.107611,-0.019479
45.0145,0.107845,-0.019424
45.1247,0.107989,-0.019271
45.1522,0.108031,-0.019238
45.3038,0.108542,-0.019052
45.3072,0.108558,-0.019049
45.4244,0.109033,-0.019011
45.4554,0.109048,-0.019059
45.5552,0.109028,-0.019407
45.5897,0.109067,-0.019497
45.7171,0.109309,-0.019529
45.755,0.109356,-0.019504
45.8549,0.109399,-0.019474
45.9031,0.109419,-0.019511
46.0134,0.109392,-0.019722
46.0409,0.109352,-0.019757
46.1684,0.109097,-0.019817
46.1959,0.109072,-0.01986
46.2889,0.108996,-0.020152
46.3509,0.108821,-0.020347
46.4474,0.108508,-0.020435
46.4921,0.108396,-0.020449
46.5817,0.108118,-0.02056
46.6403,0.107808,-0.020648
46.7367,0.107246,-0.020703
46.7815,0.10703,-0.020654
46.8607,0.106616,-0.020405
46.9227,0.106118,-0.019988
46.9882,0.105602,-0.019109
47.0226,0.105392,-0.01831
47.0915,0.105042,-0.016344
47.1328,0.104827,-0.016018
47.2017,0.104374,-0.016012
47.2637,0.10386,-0.016111
47.3533,0.103038,-0.016259
47.3946,0.102701,-0.016316
47.5083,0.102025,-0.016506
47.5427,0.101878,-0.0166
47.6529,0.101294,-0.016897
47.6598,0.101201,-0.016907
47.7046,0.099277,-0.01695
47.7184,0.096874,-0.016956
47.7322,0.094807,-0.016962
47.739,0.092981,-0.016964
47.7494,0.090578,-0.016968
47.7563,0.088848,-0.01697
47.7666,0.086878,-0.016975
47.7735,0.084572,-0.016978
47.7804,0.082457,-0.016982
47.7907,0.080439,-0.01699
47.801,0.079489,-0.016999
47.8114,0.078324,-0.017011
47.8183,0.076354,-0.01702
47.8803,0.075342,-0.017144
47.9423,0.075063,-0.017294
48.0249,0.074855,-0.017458
48.1076,0.074742,-0.017541
48.1731,0.074561,-0.017515
48.2419,0.074194,-0.017547
48.3246,0.073785,-0.01783
48.3832,0.073727,-0.017985
48.4521,0.073684,-0.017962
48.5313,0.073309,-0.017896
48.6002,0.073005,-0.017993
48.6897,0.072885,-0.018191
48.7586,0.072805,-0.018257
48.8344,0.072461,-0.018293
48.8792,0.07232,-0.018349
48.9756,0.072369,-0.018492
49.0376,0.072313,-0.018534
49.1306,0.071816,-0.018546
49.1926,0.071441,-0.018548
49.2891,0.071292,-0.018553
49.3269,0.071243,-0.018558
49.4337,0.070872,-0.018656
49.4923,0.070659,-0.018782
49.5784,0.070502,-0.018758
49.6266,0.070413,-0.018464
49.7093,0.070141,-0.017659
49.7885,0.069878,-0.017051
49.8333,0.069781,-0.016895
49.9263,0.069632,-0.016923
49.978,0.069482,-0.016998
50.0606,0.069241,-0.017057
50.1398,0.06913,-0.017053
50.2156,0.069042,-0.017017
50.3017,0.06887,-0.016964
50.3741,0.068699,-0.016946
50.4188,0.068605,-0.016969
50.5291,0.068452,-0.017061
50.6014,0.068412,-0.017121
50.66,0.068254,-0.017153
50.7289,0.067625,-0.017127
50.7564,0.067097,-0.017097
50.784,0.065174,-0.017064
50.7977,0.062819,-0.017049
50.8219,0.060944,-0.017024
50.8425,0.058973,-0.017006
50.8494,0.056811,-0.017001
50.8701,0.054648,-0.016991
50.877,0.054189,-0.016989
50.8942,0.052533,-0.016988
50.9011,0.050707,-0.016989
51.0182,0.049933,-0.01712
51.0285,0.049908,-0.01714
51.1594,0.049687,-0.017373
51.1801,0.049644,-0.017387
51.311,0.049344,-0.017302
51.3213,0.049326,-0.017297
51.4556,0.049155,-0.017351
51.4625,0.049145,-0.017351
51.6072,0.04885,-0.017279
51.6279,0.04881,-0.017262
51.7519,0.048556,-0.017206
51.776,0.04849,-0.01722
51.9,0.048117,-0.017363
51.931,0.048039,-0.017371
52.0446,0.047822,-0.017214
52.0722,0.047778,-0.017185
52.1893,0.047624,-0.017201
52.2306,0.047588,-0.017192
52.3374,0.047425,-0.016924
52.3684,0.047338,-0.016766
52.4959,0.046945,-0.01581
52.4993,0.046938,-0.015781
52.6268,0.0468,-0.014567
52.6336,0.046788,-0.01448
52.7129,0.046565,-0.013081
52.7852,0.046349,-0.011307
52.8713,0.046193,-0.009773
52.9333,0.046102,-0.009575
53.0229,0.045907,-0.009635
53.0676,0.045808,-0.009696
53.1813,0.045595,-0.009834
53.2158,0.045513,-0.009864
53.3294,0.045161,-0.009937
53.3742,0.045026,-0.009969
53.4879,0.044836,-0.01004
53.5154,0.044828,-0.010049
53.6325,0.044716,-0.010046
53.6635,0.044533,-0.010039
53.7324,0.042752,-0.010039
53.76,0.041246,-0.010052
53.7703,0.040636,-0.010059
53.8048,0.038761,-0.010087
53.8461,0.036693,-0.010127
53.8668,0.034578,-0.010148
53.9012,0.032511,-0.010181
53.9081,0.030589,-0.010188
53.9253,0.028599,-0.010203
53.9288,0.028234,-0.010206
53.9563,0.026695,-0.010226
54.0631,0.025465,-0.010257
54.07,0.025441,-0.010257
54.2112,0.025589,-0.010264
54.2319,0.025626,-0.010274
54.3628,0.025428,-0.010363
54.3697,0.025411,-0.010367
54.5178,0.025229,-0.010373
54.659,0.025316,-0.010379
54.6728,0.025318,-0.010383
54.8071,0.025168,-0.010434
54.9656,0.025067,-0.010441
54.9724,0.025065,-0.01044
55.1033,0.025059,-0.010443
55.1137,0.025058,-0.010447
55.2618,0.025053,-0.01055
55.4064,0.025142,-0.010508
55.4099,0.025142,-0.010503
55.5546,0.02504,-0.010034
55.6751,0.024945,-0.008934
55.7027,0.024937,-0.008607
55.7853,0.024947,-0.007546
55.8439,0.024931,-0.006796
55.899,0.02487,-0.006349
56.0023,0.024732,-0.006198
56.0437,0.024697,-0.006212
56.1677,0.024629,-0.006171
56.1883,0.024612,-0.00617
56.302,0.024527,-0.006222
56.3365,0.024533,-0.006224
56.4432,0.024569,-0.006153
56.4949,0.024533,-0.006135
56.5845,0.024466,-0.006196
56.6499,0.02446,-0.006238
56.7498,0.024219,-0.006188
56.8049,0.022583,-0.006149
56.8669,0.02037,-0.006137
56.9289,0.018446,-0.00615
56.9496,0.017725,-0.006155
56.9737,0.016666,-0.006159
57.0081,0.014502,-0.006161
57.0495,0.012339,-0.006161
57.0805,0.011165,-0.006161
57.0977,0.010559,-0.006161
57.1425,0.008683,-0.006162
57.1769,0.006664,-0.006163
57.2286,0.005201,-0.006167
57.2527,0.004931,-0.006169
57.3905,0.004925,-0.006126
57.542,0.005014,-0.005908
57.5524,0.00501,-0.005893
57.697,0.004918,-0.005803
57.7108,0.004911,-0.005813
57.8176,0.004903,-0.005952
57.8279,0.004905,-0.005961
57.9795,0.004905,-0.00596
57.9967,0.004898,-0.005947
58.1241,0.004799,-0.005774
58.131,0.004796,-0.005762
58.2826,0.004792,-0.005492
58.2895,0.004789,-0.005479
58.4238,0.004686,-0.00521
58.4376,0.004687,-0.005186
58.5754,0.004843,-0.004928
58.596,0.004872,-0.004878
58.7166,0.004961,-0.004454
58.7235,0.004963,-0.004423
58.8613,0.004967,-0.003692
58.8888,0.004955,-0.003525
58.9921,0.004863,-0.003025
59.0473,0.004804,-0.002924
59.1403,0.004731,-0.002839
59.2057,0.004701,-0.002732
59.2884,0.004693,-0.002653
59.34,0.004695,-0.002699
59.4503,0.00469,-0.002853
59.4709,0.00469,-0.002862
59.6018,0.004687,-0.002763
59.6156,0.004683,-0.002747
59.7327,0.004615,-0.002625
59.7775,0.00458,-0.002581
