x,Curve1,Curve2
8.0804,0.100846,-0.09736
8.1494,0.097398,-0.094579
8.1904,0.095101,-0.093157
8.2046,0.094399,-0.092705
8.2667,0.091999,-0.090784
8.3418,0.088497,-0.087911
8.3495,0.088101,-0.087464
8.4105,0.085024,-0.083264
8.4392,0.083752,-0.082761
8.5689,0.078588,-0.082066
8.6323,0.076255,-0.081518
8.7204,0.073199,-0.080267
8.7617,0.071792,-0.079068
8.8047,0.070257,-0.078287
8.8531,0.067408,-0.077353
8.9062,0.064175,-0.076071
8.9083,0.064109,-0.076013
9.0117,0.062609,-0.072356
9.0507,0.061928,-0.070824
9.1401,0.060835,-0.067377
9.177,0.061259,-0.065113
9.1952,0.062245,-0.065278
9.2574,0.071548,-0.072925
9.2662,0.072653,-0.074059
9.3266,0.078891,-0.079672
9.4094,0.086277,-0.085369
9.4509,0.089913,-0.089568
9.4722,0.091842,-0.090734
9.5337,0.098188,-0.094216
9.5614,0.101884,-0.099164
9.5683,0.102935,-0.09988
9.6094,0.108033,-0.101405
9.6097,0.108058,-0.101413
9.6781,0.11283,-0.103773
9.6787,0.112879,-0.103812
9.7124,0.116877,-0.106926
9.734,0.118507,-0.10816
9.7812,0.120775,-0.109882
9.8857,0.124598,-0.112509
9.905,0.125272,-0.1129
9.9876,0.12752,-0.113872
10.0097,0.127592,-0.113859
10.0772,0.12692,-0.113293
10.1405,0.125582,-0.112361
10.1806,0.124221,-0.111658
10.2576,0.120148,-0.110263
10.2772,0.118673,-0.109929
10.3325,0.113575,-0.108854
10.3815,0.111143,-0.107265
10.4291,0.108927,-0.103995
10.457,0.106931,-0.101568
10.4844,0.105328,-0.099874
10.5465,0.102944,-0.097821
10.6085,0.10068,-0.096509
10.6706,0.097231,-0.095078
10.6841,0.096511,-0.094673
10.7672,0.092283,-0.09097
10.7804,0.0914,-0.090476
10.8086,0.090933,-0.089588
10.9249,0.09044,-0.086129
10.9671,0.090033,-0.083765
11.0006,0.089518,-0.081932
11.105,0.086583,-0.079991
11.152,0.084877,-0.079234
11.2222,0.082235,-0.077923
11.2912,0.079536,-0.076484
11.3464,0.076987,-0.075218
11.3654,0.076308,-0.074738
11.4085,0.074288,-0.072989
11.4205,0.073308,-0.072489
11.4776,0.069639,-0.070709
11.5788,0.068137,-0.068292
11.6361,0.067989,-0.06748
11.7165,0.068274,-0.067993
11.8013,0.070387,-0.072667
11.8062,0.07068,-0.073091
11.8616,0.078204,-0.078939
11.8699,0.079682,-0.079983
11.9031,0.084053,-0.083737
11.9522,0.089276,-0.088212
11.9791,0.092196,-0.090634
12.0483,0.099171,-0.096813
12.062,0.100254,-0.097831
12.1308,0.104718,-0.102082
12.1448,0.10584,-0.103079
12.1789,0.108915,-0.106095
12.2208,0.11135,-0.108626
12.2476,0.112663,-0.10968
12.3439,0.11641,-0.112443
12.3863,0.117424,-0.113425
12.5091,0.119408,-0.114781
12.5103,0.11942,-0.114775
12.6194,0.119257,-0.113426
12.6618,0.117861,-0.112677
12.6814,0.117158,-0.112308
12.7711,0.114009,-0.110055
12.7857,0.11304,-0.10938
12.82,0.110372,-0.104882
12.854,0.108461,-0.102469
12.9094,0.106484,-0.099785
13.0126,0.103812,-0.0957
13.0538,0.102798,-0.094389
13.0953,0.101413,-0.093239
13.1506,0.097365,-0.091892
13.2403,0.091517,-0.090012
13.2466,0.091395,-0.089892
13.4118,0.090428,-0.086595
13.4539,0.090316,-0.085115
13.5012,0.089751,-0.082998
13.5435,0.088217,-0.081508
13.5906,0.086769,-0.0797
13.6676,0.084767,-0.075946
13.7213,0.083215,-0.073854
13.7366,0.082368,-0.073358
13.7919,0.07772,-0.071796
13.8608,0.07622,-0.070152
13.9209,0.076287,-0.068907
14.0035,0.076432,-0.067858
14.0812,0.076519,-0.067152
14.0931,0.076519,-0.06696
14.2032,0.075798,-0.065761
14.2122,0.075618,-0.065936
14.2999,0.074669,-0.070859
14.3017,0.074718,-0.070987
14.3842,0.080115,-0.076553
14.4103,0.082929,-0.078506
14.4391,0.085812,-0.0812
14.4656,0.088229,-0.083904
14.5347,0.094157,-0.088702
14.5765,0.097505,-0.092143
14.5969,0.099015,-0.093949
14.6452,0.102168,-0.097248
14.659,0.103052,-0.097868
14.7139,0.107549,-0.099641
14.7142,0.107571,-0.099647
14.7689,0.111447,-0.100853
14.7969,0.112563,-0.101747
14.8652,0.114894,-0.104289
14.921,0.116962,-0.105046
14.9822,0.118792,-0.104997
15.0718,0.118341,-0.104288
15.1483,0.11675,-0.103398
15.1683,0.116242,-0.103142
15.2442,0.113393,-0.101893
15.2584,0.112507,-0.1016
15.2856,0.110394,-0.101038
15.3408,0.106346,-0.09987
15.3961,0.101997,-0.098654
15.4305,0.100997,-0.097853
15.4719,0.100198,-0.096791
15.5475,0.09807,-0.093806
15.5823,0.097049,-0.091495
15.6369,0.095534,-0.088559
15.665,0.094349,-0.087875
15.7478,0.089851,-0.087021
15.7746,0.089168,-0.086761
15.9271,0.085952,-0.084065
15.9329,0.085786,-0.083913
16.0224,0.082802,-0.080316
16.134,0.078904,-0.076068
16.1806,0.07791,-0.075069
16.2856,0.077854,-0.0745
16.3666,0.078022,-0.074621
16.4837,0.078138,-0.073422
16.5198,0.078152,-0.072782
16.58,0.078048,-0.071624
16.63,0.077402,-0.070643
16.7797,0.074615,-0.068776
16.7955,0.074252,-0.068884
16.8625,0.072457,-0.072975
16.8713,0.072452,-0.073949
16.9178,0.076167,-0.078223
16.9194,0.07635,-0.078355
16.9731,0.082638,-0.083021
16.9949,0.084895,-0.08513
17.0284,0.087673,-0.087968
17.0704,0.090442,-0.090567
17.1043,0.092669,-0.092467
17.1529,0.095839,-0.095376
17.1733,0.097078,-0.096515
17.2148,0.099737,-0.09842
17.256,0.103035,-0.099892
17.263,0.103345,-0.100114
17.3248,0.104833,-0.101899
17.3871,0.106223,-0.103563
17.4212,0.106932,-0.104407
17.4836,0.107841,-0.104763
17.5038,0.10813,-0.104655
17.6416,0.109029,-0.102841
17.6626,0.108708,-0.102365
17.7795,0.10513,-0.097887
17.7865,0.104905,-0.097569
17.8622,0.102431,-0.094493
17.8896,0.100182,-0.093371
17.9037,0.098383,-0.092761
17.9451,0.095234,-0.09087
17.9928,0.093804,-0.088724
18.0761,0.091935,-0.086299
18.0823,0.091812,-0.086176
18.2278,0.088935,-0.083075
18.2406,0.088603,-0.082729
18.2967,0.086836,-0.080972
18.3851,0.085206,-0.078082
18.3933,0.085036,-0.077867
18.4691,0.082637,-0.076611
18.5228,0.081121,-0.076434
18.6553,0.077538,-0.077081
18.6813,0.076808,-0.077185
18.7656,0.074389,-0.077015
18.7984,0.073668,-0.076886
18.8552,0.072889,-0.076758
18.943,0.072094,-0.075837
18.993,0.071689,-0.07491
19.1239,0.070638,-0.071685
19.1632,0.070341,-0.070441
19.2595,0.069572,-0.066244
19.3031,0.069138,-0.065769
19.3491,0.069012,-0.066544
19.3513,0.069138,-0.066614
19.425,0.073887,-0.070893
19.4338,0.074534,-0.071764
19.4665,0.077107,-0.074941
19.5286,0.082196,-0.07794
19.5437,0.083379,-0.079274
19.5563,0.084322,-0.080639
19.6184,0.088576,-0.084387
19.6399,0.089975,-0.08539
19.6805,0.092594,-0.086936
19.7224,0.094922,-0.088223
19.7425,0.095908,-0.088886
19.8462,0.100769,-0.092046
19.8529,0.101104,-0.092185
19.9425,0.104066,-0.093323
20.0114,0.10465,-0.093535
20.1285,0.104665,-0.092845
20.1766,0.103635,-0.092037
20.2044,0.102116,-0.09134
20.2867,0.099279,-0.08844
20.2871,0.099266,-0.088425
20.3561,0.096268,-0.086857
20.3693,0.094768,-0.086641
20.4114,0.09132,-0.085929
20.5277,0.088154,-0.083794
20.5424,0.087721,-0.0835
20.6183,0.084272,-0.081828
20.6722,0.083527,-0.080346
20.7217,0.083372,-0.078554
20.7616,0.083241,-0.076749
20.8029,0.083036,-0.07405
20.8579,0.082619,-0.071352
20.8733,0.082471,-0.071258
21.0593,0.079921,-0.071368
21.0714,0.079725,-0.071353
21.211,0.077071,-0.070432
21.278,0.074857,-0.069406
21.2869,0.074522,-0.069231
21.3558,0.072123,-0.067508
21.411,0.069874,-0.065934
21.4157,0.069717,-0.065808
21.4868,0.068074,-0.064161
21.5809,0.067233,-0.062811
21.6178,0.067174,-0.062599
21.7531,0.067386,-0.063112
21.8382,0.067622,-0.064106
21.891,0.067795,-0.065212
21.9186,0.068105,-0.068211
21.9415,0.068821,-0.069951
21.9877,0.071811,-0.072859
22.0033,0.073318,-0.073996
22.0376,0.077216,-0.076757
22.0498,0.078099,-0.077657
22.1465,0.083877,-0.082905
22.1751,0.085311,-0.083987
22.2706,0.089052,-0.086654
22.3127,0.090258,-0.087638
22.4222,0.092199,-0.089653
22.4229,0.092206,-0.08966
22.5394,0.09323,-0.089504
22.6088,0.093404,-0.088839
22.7046,0.092979,-0.087106
22.8018,0.091904,-0.083681
22.8559,0.090944,-0.08096
22.8983,0.089504,-0.078211
22.9384,0.086763,-0.076313
22.9466,0.086355,-0.076039
23.0156,0.083656,-0.074143
23.0846,0.079308,-0.072377
23.1105,0.079004,-0.071667
23.2637,0.079007,-0.067238
23.2825,0.078951,-0.06687
23.3533,0.077807,-0.066168
23.436,0.076607,-0.065766
23.4478,0.076362,-0.065672
23.4981,0.074808,-0.065096
23.5809,0.071958,-0.063687
23.6406,0.069643,-0.062375
23.7119,0.068509,-0.060587
23.8058,0.069062,-0.059078
23.9391,0.070757,-0.059821
23.9919,0.071295,-0.060428
24.1526,0.071955,-0.061604
24.1641,0.071939,-0.061629
24.3088,0.070825,-0.06103
24.3249,0.070604,-0.060852
24.4258,0.069223,-0.060581
24.5109,0.068954,-0.064535
24.5155,0.068995,-0.064779
24.5914,0.070898,-0.068078
24.6417,0.073151,-0.070891
24.6535,0.073692,-0.071377
24.738,0.077198,-0.073621
24.757,0.077997,-0.074076
24.848,0.081995,-0.075926
24.8742,0.083139,-0.076176
24.9513,0.085293,-0.076549
25.1015,0.086759,-0.076178
25.1234,0.086791,-0.075939
25.2199,0.085291,-0.073985
25.246,0.084722,-0.07333
25.3287,0.082791,-0.071831
25.3302,0.082741,-0.071787
25.3837,0.080488,-0.068833
25.413,0.079143,-0.066636
25.4593,0.077554,-0.065535
25.5371,0.075844,-0.064763
25.7141,0.073186,-0.063588
25.7163,0.073144,-0.063571
25.8266,0.069995,-0.062485
25.8818,0.068045,-0.061802
25.9069,0.067058,-0.06149
25.9783,0.066095,-0.060817
26.0585,0.067176,-0.060592
26.1711,0.068943,-0.060707
26.3065,0.069689,-0.060893
26.3984,0.069691,-0.060888
26.5476,0.069289,-0.060595
26.5706,0.06909,-0.06052
26.7542,0.067008,-0.059997
26.7567,0.06699,-0.059994
26.954,0.066363,-0.060298
27.0254,0.066388,-0.061027
27.0436,0.066414,-0.061498
27.1539,0.066798,-0.065097
27.2114,0.067287,-0.067299
27.2574,0.068139,-0.068696
27.2939,0.069385,-0.069458
27.3903,0.072233,-0.070616
27.3952,0.072303,-0.070645
27.4867,0.072232,-0.070501
27.533,0.072002,-0.070047
27.5832,0.072232,-0.069448
27.7326,0.073579,-0.0669
27.7347,0.07358,-0.066849
27.8496,0.073139,-0.062403
27.9689,0.072079,-0.059521
27.9872,0.07186,-0.059405
28.0517,0.07028,-0.05917
28.1275,0.06803,-0.059037
28.2377,0.06803,-0.058891
28.2997,0.068029,-0.05875
28.3248,0.068038,-0.058658
28.49,0.068176,-0.05641
28.4926,0.068178,-0.056347
28.6346,0.068255,-0.054462
28.7475,0.068326,-0.054295
28.8233,0.068476,-0.054346
28.9239,0.068465,-0.054464
28.9404,0.068475,-0.054483
29.1195,0.068773,-0.054657
29.2546,0.06898,-0.054766
29.3468,0.069072,-0.054836
29.4957,0.069083,-0.054917
29.5603,0.06907,-0.054935
29.723,0.069062,-0.055219
29.9185,0.069068,-0.056383
29.9642,0.06907,-0.056719
