"time","stage"
4919.9999976,-0.458064709
4980.000006,-0.45322866
5040,-0.448142107
5099.9999976,-0.442485259
5160.000006,-0.436437214
5220,-0.43025581
5279.9999976,-0.424365906
5340.0000024,-0.419152311
5400,-0.414377137
5459.9999976,-0.409754412
5520.0000024,-0.404682894
5580,-0.398587907
5639.999994,-0.391851002
5700.0000024,-0.384945619
5760,-0.378624852
5820.0000048,-0.373654266
5880.0000024,-0.369570756
5939.9999964,-0.365727679
6000.0000048,-0.361436847
6060.0000024,-0.355939414
6119.9999964,-0.349636348
6180.0000048,-0.343207125
6239.9999988,-0.336971928
6299.9999964,-0.331347659
6360.0000048,-0.326252397
6419.9999988,-0.321322771
6479.9999964,-0.316801067
6540.0000012,-0.312849199
6599.9999988,-0.309059124
6659.9999964,-0.305082577
6720.0000012,-0.300127806
6779.9999988,-0.293422204
6840.0000036,-0.285375743
6900.0000012,-0.276597718
6959.9999988,-0.267828466
7020.0000036,-0.25985796
7080.0000012,-0.252493
7139.9999952,-0.245352883
7200.0000036,-0.238055503
7260.0000012,-0.230181288
7319.9999952,-0.222069542
7380.0000036,-0.214176605
7439.9999976,-0.206895538
7499.9999952,-0.200657718
7560.0000036,-0.195168888
7619.9999976,-0.189936207
7680.000006,-0.18480594
7740,-0.17952562
7799.9999976,-0.174045904
7860.000006,-0.168532721
7920,-0.162507535
7979.9999976,-0.155588331
8040.0000024,-0.14820475
8100,-0.140748763
8159.9999976,-0.134218986
8220.0000024,-0.129593682
8280,-0.12626863
8339.999994,-0.1234431
8400.0000024,-0.120055535
8460,-0.114988532
8520.0000048,-0.108785035
8580.0000024,-0.102315114
8639.9999964,-0.096319732
8700.0000048,-0.091619471
8760.0000024,-0.087885462
8819.9999964,-0.084464965
8880.0000048,-0.081045176
8939.9999988,-0.077253311
8999.9999964,-0.073092475
9060.0000048,-0.068753468
9119.9999988,-0.064160942
9179.9999964,-0.059247859
9240.0000012,-0.054123689
9299.9999988,-0.048903244
9359.9999964,-0.043681528
9420.0000012,-0.038587641
9479.9999988,-0.033628417
9540.0000036,-0.028717093
9600.0000012,-0.023978208
9659.9999988,-0.01951665
9720.0000036,-0.015105651
9780.0000012,-0.010512059
9839.9999952,-0.005449552
9900.0000036,0.000391686
9960.0000012,0.006858584
10019.9999952,0.013645416
10080.0000036,0.020664393
10139.9999976,0.027776366
10199.9999952,0.034801042
10260.0000036,0.041642135
10319.9999976,0.047990282
10380.000006,0.053552325
10440,0.058496976
10499.9999976,0.0630872
10560.000006,0.06759108
10620,0.07230931
10679.9999976,0.077271557
10740.0000024,0.082423831
10800,0.08775984
10859.9999976,0.093266955
10920.0000024,0.098980268
10980,0.104915806
11039.999994,0.111168174
11100.0000024,0.117812131
11160,0.124693711
11220.0000048,0.131655311
11280.0000024,0.138470856
11339.9999964,0.14489443
11400.0000048,0.151063692
11460.0000024,0.15721358
11519.9999964,0.163421633
11580.0000048,0.169805506
11639.9999988,0.176390056
11699.9999964,0.183085161
11760.0000048,0.190054962
11819.9999988,0.197446806
11879.9999964,0.204983437
11940.0000012,0.212358939
11999.9999988,0.219235511
12059.9999964,0.225240302
12120.0000012,0.230488091
12179.9999988,0.235255591
12240.0000036,0.239563321
12300.0000012,0.243509016
12359.9999988,0.247239669
12420.0000036,0.250818829
12480.0000012,0.254668372
12539.9999952,0.259169652
12600.0000036,0.264157765
12660.0000012,0.269437726
12719.9999952,0.274511325
12780.0000036,0.278886652
12839.9999976,0.282864695
12899.9999952,0.286821794
12960.0000036,0.291361415
13019.9999976,0.297075167
13080.000006,0.303578243
13140,0.310339006
13199.9999976,0.316673865
13260.000006,0.321890503
13320,0.326278396
13379.9999976,0.330305555
13440.0000024,0.334518362
13500,0.339483775
13559.9999976,0.344921294
13620.0000024,0.350405103
13680,0.355463068
13739.999994,0.359603881
13800.0000024,0.363116715
13860,0.366434281
13920.0000048,0.369948082
13980.0000024,0.374085759
14039.9999964,0.378631344
14100.0000048,0.383189164
14160.0000024,0.38757384
14219.9999964,0.391568038
14280.0000048,0.395147274
14339.9999988,0.398424021
14399.9999964,0.401334827
14460.0000048,0.403815808
14519.9999988,0.406074655
14579.9999964,0.408374665
14640.0000012,0.410836961
14699.9999988,0.413619387
14759.9999964,0.416841102
14820.0000012,0.420483894
14879.9999988,0.424811284
14940.0000036,0.430059125
15000.0000012,0.435829817
15059.9999988,0.441636366
15120.0000036,0.447019423
15180.0000012,0.451472023
15239.9999952,0.455020084
15300.0000036,0.457917541
15360.0000012,0.460108904
15419.9999952,0.461604989
15480.0000036,0.462683526
15539.9999976,0.46360876
15599.9999952,0.46479251
15660.0000036,0.466667153
15719.9999976,0.469200854
15780.000006,0.472220908
15840,0.47566676
15899.9999976,0.479429353
15960.000006,0.483424743
16020,0.48759763
16079.9999976,0.491819856
16140.0000024,0.495947904
16200,0.499932634
16259.9999976,0.503766381
16320.0000024,0.507366224
16380,0.510679533
16439.999994,0.51375815
16500.0000024,0.516660972
16560,0.519544052
16620.0000048,0.522561443
16680.0000024,0.525687034
16739.9999964,0.528884429
16800.0000048,0.532027639
16860.0000024,0.534979982
16919.9999964,0.537870254
16980.0000048,0.540835701
17039.9999988,0.544023622
17099.9999964,0.547600129
17160.0000048,0.551366267
17219.9999988,0.555012977
17279.9999964,0.558441388
17340.0000012,0.561517321
17399.9999988,0.564110833
17459.9999964,0.566214203
17520.0000012,0.567563359
17579.9999988,0.56792012
17640.0000036,0.567615891
17700.0000012,0.567073805
17759.9999988,0.566710622
17820.0000036,0.566977501
17880.0000012,0.567888761
17939.9999952,0.569288957
18000.0000036,0.571185972
18060.0000012,0.573542975
18119.9999952,0.576225039
18180.0000036,0.579077936
18239.9999976,0.581926286
18299.9999952,0.584582932
18360.0000036,0.586889208
18419.9999976,0.588741775
18480.000006,0.590033243
18540,0.590653655
18599.9999976,0.590704815
18660.000006,0.590398092
18720,0.589702334
18779.9999976,0.588643313
18840.0000024,0.587498913
18900,0.586469785
18959.9999976,0.58605249
19020.0000024,0.586736821
19080,0.588181989
19139.999994,0.589906358
19200.0000024,0.591486122
19260,0.592415688
19320.0000048,0.5928072
19380.0000024,0.592993291
19439.9999964,0.592889397
19500.0000048,0.592499583
19560.0000024,0.59197906
19619.9999964,0.591377748
19680.0000048,0.591224237
19739.9999988,0.592008282
19799.9999964,0.593416068
19860.0000048,0.59508872
19919.9999988,0.59633117
19979.9999964,0.596441701
20040.0000012,0.595834207
20099.9999988,0.59508247
20159.9999964,0.594875555
20220.0000012,0.595922263
20279.9999988,0.597864487
20340.0000036,0.600102767
20400.0000012,0.602066939
20459.9999988,0.603194901
20520.0000036,0.603576782
20580.0000012,0.603476772
20639.9999952,0.603369892
20700.0000036,0.603639654
20760.0000012,0.604203096
20819.9999952,0.605032791
20880.0000036,0.605205321
20939.9999976,0.603961819
20999.9999952,0.602000174
21060.0000036,0.599899097
21119.9999976,0.599597941
21180.000006,0.602921377
21240,0.608341766
21299.9999976,0.614047011
21360.000006,0.617340789
21420,0.615460758
21479.9999976,0.609917779
21540.0000024,0.603040783
21600,0.596971345
21659.9999976,0.594076824
21720.0000024,0.593642592
21780,0.594106757
21839.999994,0.594766752
21900.0000024,0.594718489
21960,0.594110747
22020.0000048,0.593536939
22080.0000024,0.592756528
22139.9999964,0.59161227
22200.0000048,0.590198688
22260.0000024,0.588473092
22319.9999964,0.587012075
22380.0000048,0.586365472
22439.9999988,0.586125992
22499.9999964,0.585879556
22560.0000048,0.584782073
22619.9999988,0.581979797
22679.9999964,0.578126541
22740.0000012,0.574093466
22799.9999988,0.570765836
22859.9999964,0.569107747
22920.0000012,0.568702959
22979.9999988,0.568740716
23040.0000036,0.568875118
23100.0000012,0.568651353
23159.9999988,0.567931742
23220.0000036,0.566834236
23280.0000012,0.564984368
23339.9999952,0.562038251
23400.0000036,0.558310322
23460.0000012,0.554180959
23519.9999952,0.550087488
23580.0000036,0.546547478
23639.9999976,0.543458538
23699.9999952,0.540521966
23760.0000036,0.537817239
23819.9999976,0.535334058
23880.000006,0.532976371
23940,0.530769457
23999.9999976,0.528243921
24060.000006,0.524961141
24120,0.521281817
24179.9999976,0.517593065
24240.0000024,0.514572963
24300,0.512915632
24359.9999976,0.512162978
24420.0000024,0.511648021
24480,0.510755777
24539.999994,0.508814942
24600.0000024,0.506001506
24660,0.50274657
24720.0000048,0.49923515
24780.0000024,0.495702426
24839.9999964,0.492195759
24900.0000048,0.488664661
24960.0000024,0.485188702
25019.9999964,0.481853174
25080.0000048,0.478669552
25139.9999988,0.475614069
25199.9999964,0.472731188
25260.0000048,0.470044916
25319.9999988,0.467437218
25379.9999964,0.464792182
25440.0000012,0.46195286
25499.9999988,0.45874541
25559.9999964,0.455248427
25620.0000012,0.451621969
25679.9999988,0.447884183
25740.0000036,0.444081598
25800.0000012,0.440298153
25859.9999988,0.43655174
25920.0000036,0.433013487
25980.0000012,0.429860282
26039.9999952,0.426889235
26100.0000036,0.42383156
26160.0000012,0.420520801
26219.9999952,0.416746726
26280.0000036,0.412514027
26339.9999976,0.407974111
26399.9999952,0.402970708
26460.0000036,0.397381357
26519.9999976,0.391502336
26580.000006,0.3856153
26640,0.380127947
26699.9999976,0.375497388
26760.000006,0.371474312
26820,0.367622489
26879.9999976,0.36387259
26940.0000024,0.36004026
27000,0.356035791
27059.9999976,0.351980468
27120.0000024,0.34728792
27180,0.341461397
27239.999994,0.335017085
27300.0000024,0.328466258
27360,0.322904302
27420.0000048,0.319410592
27480.0000024,0.317335988
27539.9999964,0.315775867
27600.0000048,0.313611235
27660.0000024,0.309666869
27719.9999964,0.304400976
27780.0000048,0.298595393
27839.9999988,0.292969406
27899.9999964,0.288318876
27960.0000048,0.28425273
28019.9999988,0.280119063
28079.9999964,0.275505411
28140.0000012,0.269933396
28199.9999988,0.26366605
28259.9999964,0.257217709
28320.0000012,0.250671684
28379.9999988,0.244187496
28440.0000036,0.237901974
28500.0000012,0.231772882
28559.9999988,0.226258712
28620.0000036,0.221779065
28680.0000012,0.217928218
28739.9999952,0.214254184
28800.0000036,0.210091705
28860.0000012,0.204731579
28919.9999952,0.198532972
28980.0000036,0.192106911
29039.9999976,0.185834792
29099.9999952,0.180160606
29160.0000036,0.175085449
29219.9999976,0.170388848
29280.000006,0.166123046
29340,0.162326491
29399.9999976,0.158758637
29460.000006,0.155131726
29520,0.151284479
29579.9999976,0.147007465
29640.0000024,0.142145346
29700,0.136697411
29759.9999976,0.130332698
29820.0000024,0.122760255
29880,0.114413
29939.999994,0.105823513
30000.0000024,0.097540771
30060,0.090167674
30120.0000048,0.083658548
30180.0000024,0.077721403
30239.9999964,0.07236721
30300.0000048,0.067550918
30360.0000024,0.063047761
30419.9999964,0.058674668
30480.0000048,0.054157829
30539.9999988,0.049167403
30599.9999964,0.043788425
30660.0000048,0.038264718
30719.9999988,0.032447372
30779.9999964,0.026282833
30840.0000012,0.019997236
30899.9999988,0.013703612
30959.9999964,0.008059993
31020.0000012,0.003684622
31079.9999988,8.24902e-05
31140.0000036,-0.00334005
31200.0000012,-0.007454161
31259.9999988,-0.013167652
31320.0000036,-0.020043142
31380.0000012,-0.027383565
31439.9999952,-0.034587834
31500.0000036,-0.040965795
31560.0000012,-0.046762659
31619.9999952,-0.05247866
31680.0000036,-0.05823941
31739.9999976,-0.064259725
31799.9999952,-0.070475017
31860.0000036,-0.076637667
31919.9999976,-0.08303906
31980.000006,-0.089886628
32040,-0.096929096
32099.9999976,-0.103995532
32160.000006,-0.110292147
32220,-0.115097634
32279.9999976,-0.118907685
32340.0000024,-0.122283561
32400,-0.126382704
32459.9999976,-0.132341816
32520.0000024,-0.139487219
32580,-0.146936729
32639.999994,-0.153430818
32700.0000024,-0.157671145
32760,-0.160425617
32820.0000048,-0.162818082
32880.0000024,-0.165944396
32939.9999964,-0.170996712
33000.0000048,-0.177446397
33060.0000024,-0.184325722
33119.9999964,-0.191120481
33180.0000048,-0.197194265
33239.9999988,-0.202636212
33299.9999964,-0.20786906
33360.0000048,-0.212693656
33419.9999988,-0.216986951
33479.9999964,-0.221010099
33540.0000012,-0.224938362
33599.9999988,-0.229371424
33659.9999964,-0.234915065
33720.0000012,-0.241207874
33779.9999988,-0.247754113
33840.0000036,-0.254014108
33900.0000012,-0.259386966
33959.9999988,-0.264119141
34020.0000036,-0.268679321
34080.0000012,-0.27327347
34139.9999952,-0.278160099
34200.0000036,-0.283337106
34260.0000012,-0.288636408
34319.9999952,-0.294157576
34380.0000036,-0.299997397
34439.9999976,-0.30593022
34499.9999952,-0.311708487
34560.0000036,-0.317150542
34619.9999976,-0.322021928
34680.000006,-0.326361042
34740,-0.330371022
34799.9999976,-0.333854202
34860.000006,-0.336684933
34920,-0.339207107
34979.9999976,-0.341718356
35040.0000024,-0.344886146
35100,-0.349369778
35159.9999976,-0.354801219
35220.0000024,-0.360644011
35280,-0.366312601
35339.999994,-0.371163181
35400.0000024,-0.375397467
35460,-0.379428049
35520.0000048,-0.383488092
35580.0000024,-0.387857001
35639.9999964,-0.392456364
35700.0000048,-0.397083808
35760.0000024,-0.401705357
35819.9999964,-0.406275136
35880.0000048,-0.41079042
35939.9999988,-0.41529173
35999.9999964,-0.419747493
36060.000012,-0.424119337
36119.999988,-0.428439861
36180,-0.432742924
36240.000012,-0.437036986
36299.999988,-0.441352315
36360,-0.445659713
36420.000012,-0.449896031
36479.999988,-0.45414851
36540,-0.458473103
36600.000012,-0.462797905
36659.999988,-0.46709749
36720,-0.471103096
36780.000012,-0.474561264
36839.999988,-0.477712689
36900,-0.480814421
36960.000012,-0.484256616
37019.999988,-0.488460589
37080,-0.493123612
37140.000012,-0.497787995
37199.999988,-0.502208096
37260,-0.506065798
37320.000012,-0.509392173
37379.999988,-0.512432317
37440,-0.514960632
37500.000012,-0.516809864
37559.999988,-0.518340633
37620,-0.519872853
37680.000012,-0.522022374
37739.999988,-0.52542979
37800,-0.529716722
37860.000012,-0.534294447
37919.999988,-0.538759197
37980,-0.54261315
38040.000012,-0.545899147
38099.999988,-0.548906867
38160,-0.55145055
38220.000012,-0.553412137
38279.999988,-0.555047143
38340,-0.556559662
38400.000012,-0.55847917
38459.999988,-0.561339801
38520,-0.564857224
38580.000012,-0.56860075
38639.999988,-0.572125127
38700,-0.574960949
38760.000012,-0.577211458
38819.999988,-0.57913827
38880,-0.580997775
38940.000012,-0.583030569
38999.999988,-0.585228998
39060,-0.587579631
39120.000012,-0.589763234
39179.999988,-0.591521144
39240,-0.593168509
39300.000012,-0.594969301
39359.999988,-0.597691476
39420,-0.602058033
39480.000012,-0.607447116
39539.999988,-0.613096576
39600,-0.617973054
39660.000012,-0.620994147
39719.999988,-0.62265802
39780,-0.623794624
39840.000012,-0.625039739
39899.999988,-0.627135995
39960,-0.629862195
40020.000012,-0.632686288
40079.999988,-0.635544874
40140,-0.638293162
40200.000012,-0.640858218
40259.999988,-0.643315454
40320,-0.645301314
40380.000012,-0.646496618
40439.999988,-0.647134836
40500,-0.647464752
40560.000012,-0.648064602
40619.999988,-0.649499178
40680,-0.65149853
40740.000012,-0.653707689
40799.999988,-0.655513891
40860,-0.656304408
40920.000012,-0.656481951
40979.999988,-0.656580968
41040,-0.657289541
41100.000012,-0.659309386
41159.999988,-0.662248895
41220,-0.665508468
41280.000012,-0.668503301
41339.999988,-0.670601583
41400,-0.672025277
41460.000012,-0.673206438
41519.999988,-0.674414732
41580,-0.675964313
41640.000012,-0.677739989
41699.999988,-0.679488009
41760,-0.681137321
41820.000012,-0.682592582
41879.999988,-0.683848784
41940,-0.684957373
42000.000012,-0.685834733
42059.999988,-0.686426759
42120,-0.686751961
42180.000012,-0.686818203
42239.999988,-0.686829622
42300,-0.68695494
42360.000012,-0.687147652
42419.999988,-0.687405677
42480,-0.687373282
42540.000012,-0.686726038
42599.999988,-0.685809948
42660,-0.684961481
42720.000012,-0.684826613
42779.999988,-0.686057836
42840,-0.688128289
42900.000012,-0.690308738
42959.999988,-0.691955769
43020,-0.692348928
43080.000012,-0.691670842
43139.999988,-0.690421118
43200,-0.688658316
43260.000012,-0.686524794
43319.999988,-0.684249284
43380,-0.681941447
43440.000012,-0.680037061
43499.999988,-0.678973458
43560,-0.678533465
43620.000012,-0.678372413
43679.999988,-0.678197056
43740,-0.67765809
43800.000012,-0.676756247
43859.999988,-0.67562786
43920,-0.67422189
43980.000012,-0.672505658
44039.999988,-0.670555356
44100,-0.668444963
44160.000012,-0.666259927
44219.999988,-0.664118124
44280,-0.662022243
44340.000012,-0.659914744
44399.999988,-0.657913547
44460,-0.656100738
44520.000012,-0.654371203
44579.999988,-0.652640748
44640,-0.65062169
44700.000012,-0.648041002
44759.999988,-0.645073041
44820,-0.641935549
44880.000012,-0.63898295
44939.999988,-0.636576028
45000,-0.634531376
45060.000012,-0.632580234
45119.999988,-0.630410522
45180,-0.627702712
45240.000012,-0.624631812
45299.999988,-0.621479571
45360,-0.618531441
45420.000012,-0.616073017
45479.999988,-0.614044282
45540,-0.612315986
45600.000012,-0.610675993
45659.999988,-0.608915874
45720,-0.607158044
45780.000012,-0.605526838
45839.999988,-0.604298308
45900,-0.60374298
45960.000012,-0.603528869
46019.999988,-0.603271011
46080,-0.602569717
46140.000012,-0.600916492
46199.999988,-0.598554625
46260,-0.595898631
46320.000012,-0.592698436
46379.999988,-0.588937069
46440,-0.584466029
46500.000012,-0.578792193
46559.999988,-0.573152579
46620,-0.568453867
46680.000012,-0.563636193
46739.999988,-0.557925979
46800,-0.548015334
46860.000012,-0.530951632
46919.999988,-0.508987118
46980,-0.484598725
47040.000012,-0.462915883
47099.999988,-0.449158679
47160,-0.440326788
47220.000012,-0.432551726
47279.999988,-0.421309336
47340,-0.401491834
47400.000012,-0.377129049
47459.999988,-0.354435579
47520,-0.335996388
47580.000012,-0.325290293
47639.999988,-0.3224812
47700,-0.325009897
47760.000012,-0.336680737
47819.999988,-0.360390099
47880,-0.390793374
47940.000012,-0.422664267
47999.999988,-0.446324671
48060,-0.452022459
48120.000012,-0.444013542
48179.999988,-0.429129055
48240,-0.414346687
48300.000012,-0.407484514
48359.999988,-0.406117431
48420,-0.405339349
48480.000012,-0.40246131
48539.999988,-0.394330205
48600,-0.382575328
48660.000012,-0.370365631
48719.999988,-0.35885138
48780,-0.349387294
48840.000012,-0.342106919
48899.999988,-0.336348979
48960,-0.332865605
49020.000012,-0.332255009
49079.999988,-0.33397162
49140,-0.337547947
49200.000012,-0.341679965
49259.999988,-0.344991145
49320,-0.348154262
49380.000012,-0.352142712
49439.999988,-0.357887688
49500,-0.366380463
49560.000012,-0.376978636
49619.999988,-0.388574104
49680,-0.400380384
49740.000012,-0.411489561
49799.999988,-0.421559761
49860,-0.430404933
49920.000012,-0.437572468
49979.999988,-0.442718693
50040,-0.445236488
50100.000012,-0.444431061
50159.999988,-0.440290229
50220,-0.432853866
50280.000012,-0.421889168
50339.999988,-0.407556912
50400,-0.389455141
50460.000012,-0.367241159
50519.999988,-0.342653121
50580,-0.317849708
50640.000012,-0.294417631
50699.999988,-0.274120822
50760,-0.25763253
50820.000012,-0.244802036
50879.999988,-0.236807167
50940,-0.234538041
51000.000012,-0.236660176
51059.999988,-0.241584912
51120,-0.247178304
51180.000012,-0.251080741
51239.999988,-0.253375315
51300,-0.254800076
51360.000012,-0.255334402
51419.999988,-0.255200325
51480,-0.254143264
51540.000012,-0.251618409
51599.999988,-0.247988497
51660,-0.243581078
51720.000012,-0.238028945
51779.999988,-0.231003671
51840,-0.221594742
51900.000012,-0.209090359
51959.999988,-0.193924288
52020,-0.176613592
52080.000012,-0.158959266
52139.999988,-0.14265159
52200,-0.127287435
52260.000012,-0.112695792
52319.999988,-0.096927524
52380,-0.078016768
52440.000012,-0.058966838
52499.999988,-0.043196615
52560,-0.034191978
52620.000012,-0.03570288
52679.999988,-0.045792206
52740,-0.060673741
52800.000012,-0.079256046
52859.999988,-0.099720577
52920,-0.120213397
52980.000012,-0.140072511
53039.999988,-0.15517936
53100,-0.161685327
53160.000012,-0.161849443
53219.999988,-0.158558481
53280,-0.155917826
53340.000012,-0.158555645
53399.999988,-0.16442853
53460,-0.170037907
53520.000012,-0.173800853
53579.999988,-0.173611825
53640,-0.170325532
53700.000012,-0.166373411
53759.999988,-0.160911575
53820,-0.15342929
53880.000012,-0.146367242
53939.999988,-0.141730551
54000,-0.143441496
54060.000012,-0.155450566
54119.999988,-0.175338573
54180,-0.199361338
54240.000012,-0.22457414
54299.999988,-0.247305167
54360,-0.267497552
54420.000012,-0.286455724
54479.999988,-0.302350931
54540,-0.313889546
54600.000012,-0.321265229
54659.999988,-0.323949401
54720,-0.324915204
54780.000012,-0.327043667
54839.999988,-0.326951031
54900,-0.321026377
54960.000012,-0.304032526
55019.999988,-0.270663374
55080,-0.224289651
55140.000012,-0.170120696
55199.999988,-0.112437941
55260,-0.056332127
55320.000012,-0.001531707
55379.999988,0.053979329
55440,0.108794687
55500.000012,0.162186662
55559.999988,0.213715136
55620,0.261849331
55680.000012,0.309370834
55739.999988,0.358833239
55800,0.406586076
55860.000012,0.449139733
55919.999988,0.480257389
55980,0.493706773
56040.000012,0.49377938
56099.999988,0.486682815
56160,0.478126396
56220.000012,0.474595762
56279.999988,0.474798557
56340,0.474963837
56400.000012,0.474865672
56459.999988,0.473689235
56520,0.470887463
56580.000012,0.467155241
56639.999988,0.46041479
56700,0.448487149
56760.000012,0.434148447
56819.999988,0.420941856
56880,0.411435911
56940.000012,0.408610501
56999.999988,0.412515759
57060,0.421517464
57120.000012,0.436798605
57179.999988,0.45902874
57240,0.485253984
57300.000012,0.512410768
57359.999988,0.536089534
57420,0.551599593
57480.000012,0.559470242
57539.999988,0.561551126
57600,0.558397639
57660.000012,0.551238973
57719.999988,0.539724145
57780,0.522682143
57840.000012,0.501619528
57899.999988,0.477980927
57960,0.451077878
58020.000012,0.420689623
58079.999988,0.384979143
58140,0.342107455
58200.000012,0.295384694
58259.999988,0.249010147
58320,0.20659079
58380.000012,0.172007608
58439.999988,0.145539057
58500,0.125902781
58560.000012,0.113648319
58619.999988,0.108933849
58680,0.110407592
58740.000012,0.116732706
58799.999988,0.126054512
58860,0.136184429
58920.000012,0.147104085
58979.999988,0.159679428
59040,0.172988991
59100.000012,0.186399842
59159.999988,0.200910235
59220,0.217225208
59280.000012,0.237295778
59339.999988,0.263136854
59400,0.292809802
59460.000012,0.323438203
59519.999988,0.352948946
59580,0.379067291
59640.000012,0.400949655
59699.999988,0.418656656
59760,0.431535691
59820.000012,0.438935485
59879.999988,0.441819976
59940,0.441715596
60000.000012,0.438555673
60059.999988,0.432944293
60120,0.426384563
60180.000012,0.419559976
60239.999988,0.417041474
60300,0.422992741
60360.000012,0.434785734
60419.999988,0.44972317
60480,0.462098447
60540.000012,0.465733005
60599.999988,0.465617824
60660,0.468531513
60720.000012,0.479121899
60779.999988,0.502919994
60840,0.537356656
60900.000012,0.576238045
60959.999988,0.62022494
61020,0.668902098
61080.000012,0.716658885
61139.999988,0.759311129
61200,0.787297247
61260.000012,0.791178298
61319.999988,0.776371912
61380,0.751206736
61440.000012,0.723204768
61499.999988,0.701057789
61560,0.684155581
61620.000012,0.668753434
61679.999988,0.655220099
61740,0.643185321
61800.000012,0.631944166
61859.999988,0.621435059
61920,0.609245728
61980.000012,0.592799784
62039.999988,0.572457937
62100,0.548909471
62160.000012,0.523203474
62219.999988,0.49676586
62280,0.468593324
62340.000012,0.437391276
62399.999988,0.402989388
62460,0.3651063
62520.000012,0.325195509
62579.999988,0.285876536
62640,0.247440834
62700.000012,0.210393516
62759.999988,0.178155458
62820,0.153805816
62880.000012,0.141330625
62939.999988,0.144691256
63000,0.16211784
63060.000012,0.189980873
63119.999988,0.226461125
63180,0.268972519
63240.000012,0.31513219
63299.999988,0.363450634
63360,0.410075516
63420.000012,0.451148683
63479.999988,0.487145518
63540,0.519325133
63600.000012,0.548499337
63659.999988,0.576113844
63720,0.601118184
63780.000012,0.621397636
63839.999988,0.63764497
63900,0.650427361
63960.000012,0.65815682
64019.999988,0.65978551
64080,0.652798674
64140.000012,0.634805277
64199.999988,0.608748859
64260,0.578876195
64320.000012,0.548835308
64379.999988,0.522537736
64440,0.501621702
64500.000012,0.486722496
64559.999988,0.47878296
64620,0.478523289
64680.000012,0.486229715
64739.999988,0.501457641
64800,0.524795006
64860.000012,0.55626009
64919.999988,0.59291749
64980,0.631513601
65040.000012,0.667509235
65099.999988,0.696414864
65160,0.717817914
65220.000012,0.732180045
65279.999988,0.740799136
65340,0.745351847
65400.000012,0.744477239
65459.999988,0.736822661
65520,0.720744191
65580.000012,0.694822234
65639.999988,0.662233702
65700,0.62725957
65760.000012,0.593726008
65819.999988,0.565616796
65880,0.544245027
65940.000012,0.529811534
65999.999988,0.522943593
66060,0.523867373
66120.000012,0.532550859
66179.999988,0.548438956
66240,0.571124101
66300.000012,0.599772191
66359.999988,0.631723466
66420,0.663901078
66480.000012,0.692962832
66539.999988,0.715690662
66600,0.730387446
66660.000012,0.735993862
66719.999988,0.732367539
66780,0.719649556
66840.000012,0.69758277
66899.999988,0.666900102
66960,0.626839295
67020.000012,0.576938493
67079.999988,0.521872984
67140,0.466997056
67200.000012,0.417119594
67259.999988,0.377449771
67320,0.348412709
67380.000012,0.328119405
67439.999988,0.318245418
67500,0.319538557
67560.000012,0.329000898
67619.999988,0.343865033
67680,0.358404795
67740.000012,0.366621182
67799.999988,0.370185501
67860,0.372140396
67920.000012,0.374844038
67979.999988,0.381468609
68040,0.390147795
68100.000012,0.397497906
68159.999988,0.403759358
68220,0.408607093
68280.000012,0.411523418
68339.999988,0.41347281
68400,0.410743256
